CODIGO;DESCRICAO PRODUTO;P_CUSTO;P_VENDA;%MG_VD;
16357;GOLDEN GATOS CARNE ADULTO 3KG;50,59;67,9;34,22;
14881;GOLDEN GATOS CASTR.PEIXE 3KG;55,73;72,99;30,97;
14879;GOLDEN GATOS CASTRADO CARNE 10KG;128,11;169,99;32,69;
14491;GOLDEN GATOS CASTRADO CARNE 3KG;55,73;73,99;32,77;
13844;GOLDEN GATOS CASTRADO SALMAO;13,3;19,9;49,62;
13843;GOLDEN GATOS CASTRADO SALMAO 10,1KG;135,22;179,99;33,11;
1417;GOLDEN GATOS CASTRADO SALMAO 1KG;11;15,6;0;
1414;GOLDEN GATOS CASTRADO SALMAO 3KG;56,46;74,99;32,82;
14880;GOLDEN GATOS CASTRADOS FRANGO 10KG;128,11;169,99;32,69;
790;GOLDEN GATOS CASTRADOS FRANGO 1KG;11;15,6;0;
1416;GOLDEN GATOS CASTRADOS FRANGO 3KG;55,73;73,2;31,35;
15612;GOLDEN GATOS CASTRADOS FRANGO SENIOR 3KG;50,96;67,99;33,42;
14824;GOLDEN GATOS FILH.FRANGO;12,39;19,9;60,61;
14823;GOLDEN GATOS FILH.FRANGO 10KG;120,26;159,9;32,96;
14492;GOLDEN GATOS FILH.FRANGO 3KG;55,73;72,99;30,97;
13645;GOLDEN GATOS FRANGO ADULTO 10,1KG;117,42;158;34,56;
1418;GOLDEN GATOS FRANGO ADULTO 1KG;9,18;12,8;0;
789;GOLDEN GATOS FRANGO ADULTO 3KG;22,98;33;0;
13647;GOLDEN GATOS FRANGO ADULTO KG;11,65;17,9;53,65;
13646;GOLDEN GATOS SALMAO ADULTO 10,1KG;127,62;169,99;33,2;
13648;GOLDEN GATOS SALMAO ADULTO KG;12,78;19,9;55,71;
792;GOLDEN GATOS SALMAO ADULTOS 1KG;10,29;14,99;0;
791;GOLDEN GATOS SALMAO ADULTOS 3KG;22,13;32,1;0;
13649;GOLDEN GATOS SELECAO NATURAL ADULTO 10,1KG;134,71;179,9;33,55;
13650;GOLDEN GATOS SELECAO NATURAL ADULTO KG;10,34;16,9;63,44;
13991;GOLDEN GATOS SELECAO NATURAL CASTRADO ABOBORA;14,06;22,5;60,03;
13990;GOLDEN GATOS SELECAO NATURAL CASTRADO ABOBORA 10,1KG;140,91;189,9;34,77;
15074;GOLDEN LIGHT ADULTO MINIBITS 10,1KG;105,27;144,9;37,65;
1543;GOLDEN LIGHT ADULTO MINIBITS 1KG;17,54;23,99;36,77;
2719;GOLDEN LIGHT ADULTOS 15KG;136,08;179,9;32,2;
14687;GOLDEN PERU E ARROZ PEQ.PORTE 1KG;16,65;22,5;35,14;
14688;GOLDEN PERU E ARROZ PEQ.PORTE 3KG;42,95;57,99;35,02;
14496;GOLDEN SACHE GOURMET CAES ADUL.CARNE 85GR;2,63;3,99;51,71;
14495;GOLDEN SACHE GOURMET CAES ADUL.FRANGO RC MD 85GR;2,63;3,99;51,71;
14498;GOLDEN SACHE GOURMET CAES ADUL.FRANGO RC PQ 85GR;2,63;3,99;51,71;
14494;GOLDEN SACHE GOURMET CAES FILH.FRANGO 85GR;2,63;3,99;51,71;
14499;GOLDEN SACHE GOURMET GATO ADUL. ATUM 85GR;2,63;3,99;51,71;
14500;GOLDEN SACHE GOURMET GATO ADUL. FRANGO 85GR;2,63;3,99;51,71;
14503;GOLDEN SACHE GOURMET GATO ADUL.CASTR. CARNE 85GR;2,63;3,99;51,71;
14501;GOLDEN SACHE GOURMET GATO ADUL.CASTR. FRANGO 85GR;2,63;3,99;51,71;
14502;GOLDEN SACHE GOURMET GATO FILH. FRANGO 85GR;2,63;3,99;51,71;
14692;GOLDEN SALMAO ADULTO MINIBITS 10,1KG;107,62;139,99;30,08;
1542;GOLDEN SALMAO ADULTO MINIBITS 1KG;17,52;23,99;36,93;
1670;GOLDEN SALMAO ADULTO MINIBITS 3KG;46,19;60,99;32,04;
15617;GOLDEN SPECIAL FRANGO E CARNE FILH.PEQ.PORTE 15KG;122,4;162,99;33,16;
15615;GOLDEN SPECIAL FRANGO E CARNE FILH.PEQ.PORTE 3KG;40,03;52,99;32,38;
15618;GOLDEN SPECIAL FRANGO E CARNE PEQ.PORTE 15KG;110,6;147,99;33,81;
15616;GOLDEN SPECIAL FRANGO E CARNE PEQ.PORTE 3KG;36,38;48,99;34,66;
14822;GOLDEN SPECIAL GATOS CASTRADO10KG;118,7;154,9;30,5;
4695;GOMINHA BEIJINHO 100GR PESK PREMIUM;3,1;4,8;0;
4696;GOMINHA CARNIVORA 100GR PESK PREMIUM;3,5;5,25;0;
4697;GOMINHA MARACUJA 100GR PESK PREMIUM;3,1;4,8;0;
5827;GOMO P/VARA TELESC.2"GOMO BAMBOO;3,5;5,6;0;
6764;GOMO P/VARA TELESC.3"GOMO BAMBOO;4,5;7,2;0;
5045;GOOD CARE 100ML;14,82;23,71;0;
4331;GOOD CARE BANHO A SECO SPRAY 200ML;14,7;22,1;0;
5982;GOOD CARE PO P/CUIDADOS ESPECIAIS 15GR;15,01;25;0;
3635;GOOD DOG TALCO ANTIPULGAS 130GR;8,15;12,3;0;
12709;GOODNUT ADULTOS;5,13;8,5;65,69;
12708;GOODNUT ADULTOS 15KG;74,19;113,9;53,52;
12711;GOODNUT FILHOTES;7,29;12,2;67,35;
12706;GOODNUT FILHOTES 10,1KG;72,9;110;50,89;
12712;GOODNUT GATOS CASTRADOS;10,95;17,5;59,82;
12705;GOODNUT GATOS CASTRADOS FRANGO 10,1KG;100,95;142,8;41,46;
13292;GOODNUT GATOS CASTRADOS SALMAO;10,95;17,5;59,82;
13291;GOODNUT GATOS CASTRADOS SALMAO 10,1KG;100,95;142,8;41,46;
12710;GOODNUT RACAS PEQ.;6,59;11;66,92;
12707;GOODNUT RACAS PEQ.15KG;84,79;127,9;50,84;
9523;GOODPAD TAPETE HIGIENICO 60X60 C/7;4,99;7,99;0;
7006;GORJEIO GOLD 500GR;7;9,9;0;
7007;GORJEIO P.PRETO 500GR;5,1;7,5;0;
475;GOSMIL 30ML;20,55;33;60,58;
6103;GRAFITE AEROSOL MP1 200ML;10,83;17,5;61,59;
4517;GRAFITE EM PO EMAVI;1,95;3,2;64,1;
14453;GRAFITE SPRAY GARIN 200ML;11,46;18,5;61,43;
13106;GRAFITE SPRAY TEK BOND 200ML;15;22,5;50;
13885;GRAMA DOS GATOS 100MG;2,2;3,3;50;
10115;GRAMINHA P/CAES 50GR IPET GREEN;7,49;12;60,21;
15650;GRAMINHA P/GATOS 50GR CATDOG;6,15;9,99;62,44;
10652;GRAMINHA P/GATOS 50GR IPET GREEN;7,49;12;60,21;
8342;GRAMINHA PARA GATOS 60GR;7,43;11,99;61,37;
2481;GRAMINHA PARA GATOS 60GR;9,31;14,9;60,04;
1575;GRAMPO DE CERCA 19X11 GERDAU 1KG;11,99;17,99;50,04;
5020;GRAMPO DE CERCA 1X9 BELGO 1KG;10,83;16,3;50,51;
12826;GRAMPO DE CERCA 7/8X9 BELGO 1KG;10,49;15,75;50,14;
12827;GRAMPO DE CERCA 7/8X9 BELGO 1KG POLIDO;9,48;15;58,23;
12549;GRAMPO FIXAR CB C/20UN;2,95;4,75;61,02;
12736;GRAMPO GALVANIZADO 6MM;3,6;5,8;61,11;
9657;GRAMPO P/CABO DE ACO;0,37;0,6;62,16;
17367;GRAMPO PARA MARCINEIRO 06;49,64;75;51,09;
3626;GRAND CONE BRIGADEIRO;3;3,6;0;
3625;GRAND CONE CROCANTE;2,67;3,6;0;
8358;GRANPLUS CAES CHOICE 15KG;93,63;129,99;38,83;
9684;GRANPLUS CAES CHOICE 15KG;77,38;109;40,86;
8359;GRANPLUS CAES MENU AD MINI CARNE ARR. 3K;37,07;51,9;40,01;
8360;GRANPLUS CAES MENU AD MINI CARNE ARR.10K;54,04;81;0;
9285;GRANPLUS CAES MENU AD MINI CARNE ARR.15K;77,9;109,9;0;
8671;GRANPLUS CAES MENU AD MINI FRANG ARR. 3K;37,07;51,9;40,01;
8672;GRANPLUS CAES MENU FILH. CARNE ARROZ 3K;25,7;37;0;
12862;GRANPLUS CAES MENU FILH. MINI FRANG ARR. 1K;14,66;20,6;40,52;
8190;GRANPLUS GATOS AD.CASTRADO;10,9;17,5;60,55;
8191;GRANPLUS GATOS AD.CASTRADO 10KG;85;119;40;
8361;GRANPLUS GATOS AD.CASTRADO 1KG;11,48;17,4;0;
9286;GRANPLUS GATOS AD.CASTRADO 3KG FRANGO AR;25,86;38;0;
12861;GRANPLUS GATOS AD.CASTRADO 3KG SALMAO AR;43,41;61;40,52;
8670;GRANPLUS MENU FILH.CARNE E ARROZ 15KG;78,26;109,9;40,43;
9685;GRANPLUS MENU FILHOTE CARNE E ARROZ 15KG;106;149;40,57;
8904;GRANU CAT 4KG;15;22,5;0;
13126;GRANULADO CAT PAPER 1,3KG;10;16;60;
3846;GRANULADO DE MADEIRA AGATA 2KG;7,69;12;0;
11142;GRANULADO DE MADEIRA CARE PET 10KG;17,99;29;61,2;
11143;GRANULADO DE MADEIRA CARE PET 20KG;29,9;45;50,5;
15452;GRANULADO DE MADEIRA CAREPET 2,5KG;6,29;9,99;58,82;
15764;GRANULADO DE MADEIRA GATEX PRO CATS 10KG;22,48;35,99;60,1;
16056;GRANULADO DE MADEIRA GATEX PRO CATS 20KG;43,79;66,99;52,98;
15765;GRANULADO DE MADEIRA GATEX PRO CATS 2KG;4,71;7,99;69,64;
15763;GRANULADO DE MADEIRA GATEX PRO CATS 4KG;9,21;14,99;62,76;
7130;GRANULADO DE MADEIRA GRANO CAT 15KG;24,9;39,9;60,24;
6431;GRANULADO DE MADEIRA GRANO CAT 2KG;4;10;0;
7129;GRANULADO DE MADEIRA GRANO CAT 5KG;10,99;17,7;61,06;
11170;GRANULADO DE MADEIRA IPETWOODS 10KG;20,99;33,6;60,08;
11555;GRANULADO DE MADEIRA IPETWOODS 2KG;3,74;7;87,17;
11169;GRANULADO DE MADEIRA IPETWOODS 4KG;9,99;16;60,16;
6603;GRANULADO DE MADEIRA MARCHE PET 1,5KG;6,86;9,99;0;
11949;GRANULADO DE MADEIRA PROFELINE 10KG;25,99;37;42,36;
10644;GRANULADO DE MADEIRA PROFELINE 15KG;21,99;36;63,71;
9183;GRANULADO DE MADEIRA PROFELINE 20KG;46,99;70,5;50,03;
6420;GRANULADO DE MADEIRA PROFELINE 2KG;6,5;11;69,23;
9184;GRANULADO DE MADEIRA PROFELINE 5KG;12,99;20,99;61,59;
11823;GRANULADO DE MADEIRA PROFELINE 5KG;12,99;20,99;61,59;
9165;GRANULADO DE MADEIRA VEXPET 2KG;3,99;8;0;
13585;GRANULADO FORMILIX 500GR;5,47;8,75;59,96;
13586;GRANULADO FORMILIX 50GR;0,55;1,2;118,18;
16157;GRANULADO HIG. GATEX EXTRA FINA 4KG;3,8;7,99;110,26;
16155;GRANULADO HIG. GATEX GRANO FINO 4KG;3,3;6,5;96,97;
16156;GRANULADO HIG. GATEX TRADICIONAL 4KG;3,07;5,5;79,15;
3420;GRANULADO HIG.MADEIRA GATOS 2KG;5,99;9,6;0;
3060;GRANULADO MADEIRA MIMI CAT 1,5KG;5,79;8,7;0;
5068;GRANULADO MADEIRA P/GATOS 1,5KG HIGI GAT;4,39;7,25;0;
7355;GRANULADO P/GATO PRO GATO 1,8KG;10,04;16;0;
15662;GRAO FORTE  25GR;0,34;1;194,12;
15661;GRAO FORTE C/10 PCT DE 25GR;3,42;5,99;75,15;
4387;GRAO VERDE FS 500GR;4,5;7,5;66,67;
4388;GRAO VERDE FS 50GR;0,42;1;138,1;
7391;GRAVATA BORBOLETA MACHO BOTON;1,832;3;0;
3085;GRAXA NOBRE 485GR;11,59;17,5;50,99;
15446;GRAXA NOBRE 95GR;3,69;6;62,6;
2949;GRAXA SPRAY 200ML UTILITY;4,9;7,9;0;
16235;GRELHA 37X50 BAR 3;50;75;50;
16236;GRELHA 40X55 BAR 4;55;82,5;50;
13045;GRELHA INOX 30X50;60;90;50;
16778;GRELHA INOX 40X46;80;120;50;
15410;GRELHA INOX 40X50;80;128;60;
16779;GRELHA INOX 40X55;85;127,5;50;
15413;GRELHA INOX 40X56;90;135;50;
15414;GRELHA INOX 40X57;85;130;52,94;
15415;GRELHA INOX 40X58;85;127,5;50;
15416;GRELHA INOX 40X59;85;127,5;50;
16233;GRELHA INOX 40X68;90;135;50;
16234;GRELHA INOX 40X69;90;135;50;
13979;GRELHA INOX 45X40;80;120;50;
15411;GRELHA INOX 45X50;90;135;50;
12602;GRELHA INOX 50X40;70;105;50;
12603;GRELHA INOX 50X50;90;135;50;
15412;GRELHA INOX 55X50;95;142,5;50;
13048;GRELHA INOX 58;70;105;50;
13980;GRELHA INOX 58X40;75;112,5;50;
13049;GRELHA INOX 59;75;112,5;50;
12604;GRELHA INOX 60X50;95;142,5;50;
14599;GRELHA INOX 65X50;100;160;60;
16781;GRELHA INOX 70X50;120;192,99;60,83;
14600;GRELHA INOX 80X50;130;208;60;
2198;GRELHA P/CHURRASCO 30X50;29;48;65,52;
2199;GRELHA P/CHURRASCO 40X50;31;49,99;61,26;
3920;GRELHA P/CHURRASCO REDONDA;24;39;0;
2196;GRELHA P/PEIXE GD;26;41,6;0;
2197;GRELHA P/PEIXE PQ;22;35,2;0;
15254;GRELHA QUADRADA INOX 15 CLARINOX;12,85;20,99;63,35;
12790;GRELHA REDONDA INOX 10 CLARINOX;5,72;9,15;59,97;
12789;GRELHA REDONDA INOX 15 CLARINOX;11,09;17,75;60,05;
15038;GRELHA SUPER GRILL P PEIXE;56;89,6;60;
13481;GRUTA ICR ENVELHECIDA;11,9;19,5;63,87;
13249;GUABI NATURAL AD,MED GG LIGHT PERU E AVEIA 12KG;180,99;255;40,89;
15160;GUABI NATURAL AD,OBESO MED.GG 10,1KG;203,01;285;40,39;
11414;GUABI NATURAL AD,P,PORTE LIGHT PERU E AVEIA 12KG;136,05;188;38,18;
11888;GUABI NATURAL AD.LIGHT PERU E AVEIA 12KG;233,33;327;40,14;
12303;GUABI NATURAL ADULTO MINI E PQ.P. 1KG CORDEIRO E AVEIA;40,99;57;39,06;
12304;GUABI NATURAL ADULTO MINI E PQ.P. 1KG FRANGO E ARROZ INTEGRA;35,75;49,9;39,58;
12302;GUABI NATURAL ADULTO MINI E PQ.P. 1KG SALMAO E CEVADA;35,75;49,9;39,58;
12299;GUABI NATURAL ADULTO MINI E PQ.P. 2,5KG CORDEIRO E AVEIA;85;115;35,29;
12301;GUABI NATURAL ADULTO MINI E PQ.P. 2,5KG FRANGO E ARROZ INTEG;74,55;102;36,82;
12300;GUABI NATURAL ADULTO MINI E PQ.P. 2,5KG SALMAO E CEVADA;74,55;102;36,82;
12305;GUABI NATURAL FILHO. MINI E PQ.P. 1KG FRANGO E ARROZ INTEGRA;39,49;54,9;39,02;
12298;GUABI NATURAL FILHOTE MINI E PQ.P. 2,5KG FRANGO E ARROZ INTE;79,78;108;35,37;
16414;GUARDA CHUVA AUTOMATICO PRETO;17,08;27,5;61,01;
17333;GUARDA CHUVA AUTOMATICO PRETO PARAGUAS;11,89;19,99;68,12;
16444;GUARDA CHUVA PORTARIA PRETO F7160A-3;19,89;31,99;60,83;
2446;GUARDA SOL 1,60MT;23,63;38;60,81;
4065;GUARDA SOL 1,80MT;45,92;74;61,15;
9770;GUARDA SOL 1,80MT ANTARES;26,31;43;63,44;
16591;GUARDA SOL ALUMINIO 2,40MT MOR;129,8;209,99;61,78;
8183;GUARDA SOL BANGUM AZUL DIAM 2,00MT MOD37;99,9;160;60,16;
16856;GUARDA SOL DE CABECA;42,84;68,6;60,13;
4207;GUARDA SOL DOBRAVEL 1,80MT MOR;35,08;56,99;62,46;
13255;GUARDA SOL DOBRAVEL 1,80MT X 2,00ALT MOR;34,68;56;61,48;
3116;GUARDA SOL DOBRAVEL PQ 1,50MT;35,59;56,99;60,13;
15895;GUARDA SOL DOBRAVEL PQ 1,80MT TUUT;46,49;69,99;50,55;
11425;GUARDA SOL DOBRAVEL VERDE BRANCO 1,80MT MOR;30,2;49;62,25;
8263;GUDANG GARAM;20;25;0;
11897;GUDANG GARAM CLEAN;10;15;50;
11898;GUDANG GARAM PRIME;10;15;50;
5939;GUIA AUTOMATICA 3MT WESTERN PET-G-4;6,17;12,5;0;
5938;GUIA AUTOMATICA 7KG 3MT WESTERN PET-G-13;5,28;10,6;0;
3421;GUIA C/PEITORAL SEDA N01 IMPORTADO;8,79;14,1;0;
3422;GUIA C/PEITORAL SEDA N02 IMPORTADO;8,79;14,1;0;
3423;GUIA C/PEITORAL SEDA N03 IMPORTADO;8,79;14,1;0;
3424;GUIA C/PEITORAL SEDA N04 IMPORTADO;8,79;14,1;0;
14707;GUIA COLOR 0,60CM AZUL;11,11;18,5;66,52;
9760;GUIA COLOR 0,60CM ROSA;8,83;14,2;60,82;
9761;GUIA COLOR 1,00CM ROSA;9,42;15,1;60,3;
9762;GUIA COLOR 1,30CM ROSA;9,83;15,8;60,73;
14708;GUIA COLOR 1,30CM VERM;12,57;20,75;65,08;
9125;GUIA COLOR 8MM ROSA;7,62;12,6;65,35;
9127;GUIA COLOR AMORT.0,60CM ROSA;10,33;16,6;0;
9128;GUIA COLOR AMORT.1,00MT ROSA;10,66;17,5;0;
4084;GUIA CORANO FINA ROSA;7,58;12,5;0;
43;GUIA CORANO MD PRETA;8,7;13,1;0;
1475;GUIA CORANO MD ROSA;9,41;16;0;
9195;GUIA CORDA MOSQ.INGLES 60 CM;8,81;14,1;0;
5009;GUIA DE COURO MD G-15 CARAMELO;28,11;44,99;60,05;
4951;GUIA DE COURO MD G-6 CARAMELO;15,75;25,2;0;
4950;GUIA DE COURO MD G-8 CARAMELO;21,1;33,99;61,09;
6849;GUIA DE LONA 0,50CM;7,13;11,8;65,5;
6850;GUIA DE LONA 1,00CM;9,97;16,5;65,5;
1474;GUIA DE LONA 1,00MT;6,8;10,2;0;
4953;GUIA DE LONA 1,50MT;9,45;15,2;0;
6474;GUIA DE LONA 1,50MT;12,45;21;68,67;
9210;GUIA E PEITORAL CONFORT N01 AZUL;17,66;28,3;60,25;
9211;GUIA E PEITORAL CONFORT N01 ROSA;17,66;28,3;60,25;
9212;GUIA E PEITORAL CONFORT N01 VERM;17,66;28,3;60,25;
8717;GUIA E PEITORAL CONFORT N02 AZUL;17,66;28,3;60,25;
8718;GUIA E PEITORAL CONFORT N02 ROSA;17,66;28,3;60,25;
8719;GUIA E PEITORAL CONFORT N02 VERM;17,66;28,3;60,25;
8720;GUIA E PEITORAL CONFORT N03 AZUL;27,66;44,3;60,16;
8721;GUIA E PEITORAL CONFORT N03 ROSA;27,66;44,3;60,16;
8722;GUIA E PEITORAL CONFORT N03 VERM;27,66;44,3;60,16;
2285;GUIA FEMEA G;15,57;24,9;0;
2284;GUIA FEMEA M;14,4;23,1;0;
2286;GUIA FEMEA P;13,24;21,2;0;
2278;GUIA MACHO G;13,86;22,2;0;
2279;GUIA MACHO M;12,68;20,3;0;
3247;GUIA MACHO P;11,53;18,5;0;
2277;GUIA MACHO PP;9,39;14,1;0;
16913;GUIA MAOS LIVRES 20MM 3MTS ALES PET;37,9;56,99;50,37;
37;GUIA NYLON 1,20MT;4,91;7,9;60,9;
13333;GUIA NYLON 1,20X1,10CM REF.2717 TRIBUS;22,17;35,5;60,13;
13332;GUIA NYLON 57CM REF.2737 TRIBUS;24,19;38,7;59,98;
15116;GUIA PEITORAL CONFORT GATO;20,52;31;51,07;
15119;GUIA PEITORAL CONFORT GATO PLUS GD;26,5;39,99;50,91;
15118;GUIA PEITORAL CONFORT GATO PLUS MD;26,5;39,99;50,91;
15117;GUIA PEITORAL CONFORT GATO PLUS PQ;26,5;39,99;50,91;
6542;GUIA PEITORAL GRANDE PORTE GD.;16,6;27;0;
6541;GUIA PEITORAL GRANDE PORTE MD.;16,6;27;0;
6540;GUIA PEITORAL GRANDE PORTE PEQ.;16,6;27;0;
8441;GUIA PEITORAL JEANS GD;18,7;29,99;0;
8442;GUIA PEITORAL JEANS MD;16,6;27;0;
8443;GUIA PEITORAL JEANS PQ;14;22,4;0;
9331;GUIA PEITORAL STRASS N01 AZUL PRO CANINE;19,99;32;0;
9322;GUIA PEITORAL STRASS N03 AZUL PRO CANINE;19,99;32;0;
9333;GUIA PEITORAL STRASS N03 PRET PRO CANINE;19,99;32;0;
9321;GUIA PEITORAL STRASS N03 ROSA PRO CANINE;19,99;32;0;
9334;GUIA PEITORAL STRASS N03 VERM PRO CANINE;19,99;32;0;
9335;GUIA PEITORAL STRASS N05 AZUL PRO CANINE;19,99;32;0;
9336;GUIA PEITORAL STRASS N05 PRET PRO CANINE;19,99;32;0;
9330;GUIA PEITORAL STRASS N05 ROSA PRO CANINE;19,99;32;0;
9332;GUIA PEITORAL STRASS N05 VERM PRO CANINE;19,99;32;0;
5194;GUIA RAPIDA 8MM AZUL;11,16;17,99;61,2;
5195;GUIA RAPIDA 8MM PRETA;11,16;17,99;61,2;
5196;GUIA RAPIDA 8MM VERMELHA;11,16;17,99;61,2;
8118;GUIA RETRA.SOFT FITA 3M 32KG CAPUCCINO;43,9;71;0;
10119;GUIA RETRATIL 3MT 15KG AMERICAN PETS;19,99;32;60,08;
10715;GUIA RETRATIL AUT. 2M 5KG AZUL;23,18;37,1;60,05;
10714;GUIA RETRATIL AUT. 2M 5KG ROSA;23,18;37,1;60,05;
11721;GUIA RETRATIL AUT. 2M 5KG VERMELHA;23,18;37,1;60,05;
6606;GUIA RETRATIL AUT. 3KG CHALESCO;12;19,2;0;
6961;GUIA RETRATIL AUT. 3M 15KG AZUL;31,91;51,5;61,39;
6962;GUIA RETRATIL AUT. 3M 15KG ROSA;31,9;50,99;59,84;
8122;GUIA RETRATIL AUT. 3M 15KG VERMELHA;31,91;51,5;61,39;
13013;GUIA RETRATIL AUT. 3M 7KG AZUL;25,9;41,5;60,23;
12721;GUIA RETRATIL AUT. 3M 7KG ROSA;29,8;47,7;60,07;
11722;GUIA RETRATIL AUT. 3M 7KG VERMELHA;25,9;41,5;60,23;
6607;GUIA RETRATIL AUT.15KG CHALESCO;16,17;26;0;
5834;GUIA RETRATIL AUT.3 MT 5 KG;7,99;12,8;0;
980;GUIA RETRATIL AUTOMATICA 3,6MT;15,3;23;0;
3354;GUIA RETRATIL AUTOMATICA 5MT CORREIA;10,52;17;0;
17059;GUIA RETRATIL FITA 3MM 25KG VERMELHA;46,46;74,99;61,41;
15360;GUIA RETRATIL FITA 5MT 20KG MY TEX PASSEIO REF.TEX 1237;19,99;39,98;100;
1775;GUIA ROLICA 0,60 CM AZUL;13,71;21,99;60,39;
1776;GUIA ROLICA 0,60 CM PRETA;13,71;21,99;60,39;
6138;GUIA ROLICA 0,60 CM ROSA;9,5;15,2;60;
39;GUIA ROLICA 0,60 CM VERMELHA;13,71;21,99;60,39;
1279;GUIA ROLICA 0,60CM 12 MM;4,84;7,8;0;
1470;GUIA ROLICA 1,00 MT AZUL;13,13;20,99;59,86;
1471;GUIA ROLICA 1,00 MT PRETA;14,71;23,5;59,76;
8024;GUIA ROLICA 1,00 MT ROSA;10,25;16,4;60;
40;GUIA ROLICA 1,00 MT VERMELHA;12,76;20,5;60,66;
42;GUIA ROLICA 1,00MT 12 MM;5,86;9,4;0;
6588;GUIA ROLICA 1,30 MT AZUL;13,44;21,99;63,62;
6589;GUIA ROLICA 1,30 MT PRETA;14,79;24,2;63,62;
6703;GUIA ROLICA 1,30 MT ROSA;10,75;17,2;60;
6590;GUIA ROLICA 1,30 MT VERMELHA;15,5;25;61,29;
1472;GUIA ROLICA 8 MM AZUL;9,41;15,3;62,59;
1277;GUIA ROLICA 8 MM PRETA;8,16;12,99;59,19;
6134;GUIA ROLICA 8 MM ROSA;6,16;9,9;60,71;
1276;GUIA ROLICA 8 MM VERMELHA;9,41;15,5;64,72;
41;GUIA ROLICA C/AMORTECEDOR 0,60CM AZUL;11,92;19,1;60,23;
6135;GUIA ROLICA C/AMORTECEDOR 0,60CM PRETA;11,92;19,1;60,23;
6591;GUIA ROLICA C/AMORTECEDOR 0,60CM ROSA;10,33;16,6;0;
6987;GUIA ROLICA C/AMORTECEDOR 0,60CM VERMELH;11,92;19,1;60,23;
38;GUIA ROLICA C/AMORTECEDOR 1,00MT AZUL;12,66;20,5;61,93;
6136;GUIA ROLICA C/AMORTECEDOR 1,00MT PRETA;12,66;20,5;61,93;
6137;GUIA ROLICA C/AMORTECEDOR 1,00MT ROSA;10,66;17,1;0;
6702;GUIA ROLICA C/AMORTECEDOR 1,00MT VERMELH;12,66;20,5;61,93;
15897;GUIA SIMPLES 15MM ALES PET;11,5;18,4;60;
15900;GUIA SIMPLES 20MM ALES PET;13,9;22,25;60,07;
10843;GUIA SPECIALE 1,20CM AZUL/BRANCO/VERMELHO;12,65;20,3;60,47;
10844;GUIA SPECIALE 1,20CM ROSA/VERDE MUSGO/BRANCO;12,65;20,3;60,47;
10845;GUIA SPECIALE 83CM AZUL/BRANCO;12,65;20,3;60,47;
17182;GUIA UNIFICADA 15MM;10;16;60;
15899;GUIA UNIFICADA 20MM;11,5;18,4;60;
9994;H7 BLUE;3,2;4,2;31,25;
9995;H7 RED;3,2;4,2;31,25;
14093;HALITODINE SPRAY 100ML;24,83;39,99;61,06;
7856;HALTER BIG PROCANINE;9,99;16;0;
7857;HALTER MEDIO PROCANINE;6,99;11,2;0;
5230;HALTERES BORRACHA;3,5;5,6;0;
14904;HALTERES C  PINO PEQ PATINHA. 11CM X 4CM COD1112;3,49;6;71,92;
6920;HALTERES C/APITO;6,5;10,5;61,54;
6391;HALTERES C/APITO;3,166;5,1;0;
1766;HALTERES C/APITO;4,18;6,7;0;
16730;HALTERES CACHORRINHO HOMEPET;6,11;9,99;63,5;
3728;HALTERES CRAVO;5,3;8,5;60,38;
3317;HALTERES CRAVO;4,3;6,9;0;
15696;HALTERES DE BORRACHA ESPECIAL COLORIDOREF.1158;9,99;16;60,16;
14923;HALTERES ESPECIAL PREMIUM 16CM;11,99;19,5;62,64;
29;HALTERES ESPINHO;4,93;7,4;0;
16733;HALTERES ESPORTE HOMEPET;3,99;9,99;150,38;
972;HALTERES GD;11,96;19,9;66,39;
6963;HALTERES GIGANTE;15,27;24,5;60,45;
1477;HALTERES MD;9,8;15,99;63,16;
11597;HALTERES MINI C/CRAVO;3,8;6,1;60,53;
7923;HALTERES OSSO C/APITO;5,5;8,8;60;
11093;HALTERES PATA OSSO GG;16,47;27,5;66,97;
5902;HALTERES PATA/OSSO GG;10;16;0;
14925;HALTERES PATINHA VINIL C APITO 13CM COD.1117;3,62;5,99;65,47;
971;HALTERES PQ;9,41;15,6;65,78;
5933;HAMBURGUE WESTERN PET-135;7,605;15,5;0;
15359;HAMBURGUER C APITO TOYS CARE;3,99;6,5;62,91;
1767;HAMBURGUER C/APITO;2,862;6;0;
13343;HAMBURGUER CARNE KELDOG 65GR;2,84;4,3;51,41;
11920;HAMBURGUER P;5,23;8,4;60,61;
2924;HAMSTER 500GR MUNDO DAS AVES;2,57;3,85;0;
9299;HAMSTER BALL GD 17,8CM THE PET S TOY;29,99;48;0;
6074;HAMSTER BALL MD 13CM PLAST PET;30,34;48,6;60,18;
4869;HAMSTER BALL MD 17CM PLAST PET;35;56;60;
9300;HAMSTER BALL PQ 12CM HAPPY HAMSTER JEL P;15,99;26;0;
10137;HAMSTER GOLD MIX 500GR;8,41;12,99;54,46;
4361;HANDICAP EQUINOS 10GR;9,8;16;0;
3772;HASTE DE ACIONAMENTO U4268 GUARANY;16,84;24;0;
13489;HASTE P/VARA TELESCOPIA 2 GOMO ARAMIS;4,5;7,2;60;
13490;HASTE P/VARA TELESCOPIA 3 GOMO ARAMIS;4,9;7,9;61,22;
